subject_id,study_id,session_id,condition,success,audio_check_passed,audio_checks,comprehension_failures,cork_guess,cork_confidence,guess,confidence,collision_check,heard_sound,worker_comments,Submission id,Participant id,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Vision,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
5ef36a78ee14310baa87bcc0,68b823b21cc76e5d87283bc6,68b84e9838363a573eb9e18d,SCE,True,True,1,0,2.0,22.0,2.0,16.0,Definitely more than one,no,,68b84e9838363a573eb9e18d,5ef36a78ee14310baa87bcc0,AWAITING REVIEW,Not Applicable,2025-09-03T14:20:12.329000Z,2025-09-03T14:22:25.731000Z,,2025-09-03T14:22:26.125556Z,134.0,COHFI32D,3094,Yes,27,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Unemployed (and job seeking)
5953668fb2e8430001ea478f,68b823b21cc76e5d87283bc6,68b84e9dc502884cdff49290,LCE,True,True,1,0,2.0,53.0,2.0,42.0,"At least one, but possibly more",no,,68b84e9dc502884cdff49290,5953668fb2e8430001ea478f,AWAITING REVIEW,Not Applicable,2025-09-03T14:20:31.261000Z,2025-09-03T14:22:57.501000Z,,2025-09-03T14:22:57.872528Z,147.0,COHFI32D,3223,Yes,40,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
66e42249ff3f1be588b9bf04,68b823b21cc76e5d87283bc6,68b84eada657bf5c6e198423,SCE,True,True,1,0,2.0,99.0,2.0,99.0,Exactly one,no,Seeing is believing so I only saw 2 discs the other 2 would have been theoretical,68b84eada657bf5c6e198423,66e42249ff3f1be588b9bf04,AWAITING REVIEW,Not Applicable,2025-09-03T14:21:35.232000Z,2025-09-03T14:24:36.909000Z,,2025-09-03T14:24:37.269271Z,182.0,COHFI32D,2212,Yes,63,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
5987bfb80e411a0001d83837,68b823b21cc76e5d87283bc6,68b84f0b41185ce52f92e46d,SCE,True,True,1,0,2.0,73.0,2.0,95.0,Exactly one,no,,68b84f0b41185ce52f92e46d,5987bfb80e411a0001d83837,AWAITING REVIEW,Not Applicable,2025-09-03T14:22:08.744000Z,2025-09-03T14:24:20.641000Z,,2025-09-03T14:24:21.008178Z,132.0,COHFI32D,2716,Yes,33,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
62b44f66a16d45783569fad6,68b823b21cc76e5d87283bc6,68b84f1ec64937e50a4ec26c,LCE,True,True,1,0,4.0,14.0,2.0,73.0,Exactly one,yes,Nice little experiment. Thank you!,68b84f1ec64937e50a4ec26c,62b44f66a16d45783569fad6,AWAITING REVIEW,Not Applicable,2025-09-03T14:22:36.022000Z,2025-09-03T14:26:14.070000Z,,2025-09-03T14:26:14.450411Z,219.0,COHFI32D,4166,Yes,32,Male,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,Full-Time
5d68c8aa40524c00189e8ac2,68b823b21cc76e5d87283bc6,68b84eddbaa935d60c96f32d,LCE,True,True,1,0,2.0,77.0,2.0,68.0,Definitely more than one,yes,,68b84eddbaa935d60c96f32d,5d68c8aa40524c00189e8ac2,AWAITING REVIEW,Not Applicable,2025-09-03T14:22:48.218000Z,2025-09-03T14:39:08.653000Z,,2025-09-03T14:39:09.179909Z,981.0,COHFI32D,5700,Yes,34,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
63d6c8b398b284a355e65870,68b823b21cc76e5d87283bc6,68b84f29d775a6fa6f2091c0,LCE,True,True,1,0,2.0,22.0,2.0,87.0,Definitely more than one,yes,,68b84f29d775a6fa6f2091c0,63d6c8b398b284a355e65870,AWAITING REVIEW,Not Applicable,2025-09-03T14:23:53.446000Z,2025-09-03T14:25:58.111000Z,,2025-09-03T14:25:58.487100Z,125.0,COHFI32D,2110,Yes,43,Male,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
614e7ad7ff5a0d785d5e550a,68b823b21cc76e5d87283bc6,68b84f8121ef695bdce05d7c,SCE,True,True,1,0,2.0,50.0,2.0,50.0,Definitely more than one,no,"It is purely a guess as to how many cork or plastic disks are in the box. We never saw more than 2 at a time, and only about 1/16th of the box was visible. So if there were either 2 or 4 discs in the box, it is just a guess to pick either answer.",68b84f8121ef695bdce05d7c,614e7ad7ff5a0d785d5e550a,AWAITING REVIEW,Not Applicable,2025-09-03T14:24:26.859000Z,2025-09-03T14:29:21.150000Z,,2025-09-03T14:29:21.515058Z,295.0,COHFI32D,7970,Yes,69,Male,White,United States,United States,United States,English,No,Unemployed (and job seeking)
5962a5b29955ee00015bce98,68b823b21cc76e5d87283bc6,68b84f0f803dfb7d90ad0e5c,LCE,True,True,1,0,2.0,34.0,2.0,25.0,"At least one, but possibly more",yes,,68b84f0f803dfb7d90ad0e5c,5962a5b29955ee00015bce98,AWAITING REVIEW,Not Applicable,2025-09-03T14:30:44.109000Z,2025-09-03T14:35:49.390000Z,,2025-09-03T14:35:49.928256Z,306.0,COHFI32D,1963,Yes,34,Female,White,United Kingdom,United Kingdom,France,English,DATA_EXPIRED,DATA_EXPIRED
60b932147633bf0dd446941e,68b823b21cc76e5d87283bc6,68b851cce8db3e04933d1328,LCE,True,True,1,0,2.0,78.0,2.0,21.0,Exactly one,yes,,68b851cce8db3e04933d1328,60b932147633bf0dd446941e,AWAITING REVIEW,Not Applicable,2025-09-03T14:33:48.492000Z,2025-09-03T14:37:05.702000Z,,2025-09-03T14:37:06.077041Z,198.0,COHFI32D,2850,Yes,50,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Unemployed (and job seeking)
6779c8fd10ec19bf89b5f9d8,68b823b21cc76e5d87283bc6,68b862246f20728545bb0bf5,SCE,True,True,1,0,4.0,73.0,4.0,56.0,Definitely more than one,no,,68b862246f20728545bb0bf5,6779c8fd10ec19bf89b5f9d8,AWAITING REVIEW,Not Applicable,2025-09-03T15:43:35.968000Z,2025-09-03T15:57:43.923000Z,,2025-09-03T15:57:44.320341Z,848.0,COHFI32D,678,Yes,24,Female,Asian,Pakistan,United Kingdom,United Kingdom,English,DATA_EXPIRED,Full-Time
5daedfcfaebbbb0017ff84af,68b823b21cc76e5d87283bc6,68b86227b81c403ba037d7a9,LCE,True,True,1,0,2.0,12.0,4.0,0.0,"At least one, but possibly more",yes,"I don't know if you're aware of it, or if it was part of the study (although I'm fairly sure it wasn't!), there was long freezes of several seconds in the final video. ",68b86227b81c403ba037d7a9,5daedfcfaebbbb0017ff84af,AWAITING REVIEW,Not Applicable,2025-09-03T15:43:40.311000Z,2025-09-03T15:49:59.314000Z,,2025-09-03T15:49:59.696350Z,380.0,COHFI32D,832,Yes,36,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Unemployed (and job seeking)
609d1ddf6aa3ba55f1bf4267,68b823b21cc76e5d87283bc6,68b86224db61678bbae5e93e,LCE,True,True,1,0,2.0,90.0,4.0,96.0,Exactly one,yes,,68b86224db61678bbae5e93e,609d1ddf6aa3ba55f1bf4267,AWAITING REVIEW,Not Applicable,2025-09-03T15:43:36.673000Z,2025-09-03T15:47:38.115000Z,,2025-09-03T15:47:38.548228Z,242.0,NOCODE,4357,Yes,48,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
62e41888387197b61ec6eb6f,68b823b21cc76e5d87283bc6,68b862256d93778d8ffd2ac9,SCE,True,True,1,0,2.0,68.0,2.0,77.0,"At least one, but possibly more",no,"None, thank you.",68b862256d93778d8ffd2ac9,62e41888387197b61ec6eb6f,AWAITING REVIEW,Not Applicable,2025-09-03T15:43:37.277000Z,2025-09-03T15:45:59.704000Z,,2025-09-03T15:46:00.153340Z,143.0,COHFI32D,2108,Yes,59,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
5bc36079c9dbcd0001a842ed,68b823b21cc76e5d87283bc6,68b8622540b0036e1592e20b,SCE,True,True,1,0,2.0,83.0,2.0,83.0,Definitely more than one,yes,,68b8622540b0036e1592e20b,5bc36079c9dbcd0001a842ed,AWAITING REVIEW,Not Applicable,2025-09-03T15:43:37.650000Z,2025-09-03T15:46:14.267000Z,,2025-09-03T15:46:14.684113Z,157.0,COHFI32D,1478,Yes,36,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
5eaf1a2c649fd108284c2b5f,68b823b21cc76e5d87283bc6,68b86227cedd38d8b2a1e098,LCE,True,True,1,0,2.0,71.0,2.0,64.0,Exactly one,yes,This was an interesting study.,68b86227cedd38d8b2a1e098,5eaf1a2c649fd108284c2b5f,AWAITING REVIEW,Not Applicable,2025-09-03T15:43:40.185000Z,2025-09-03T15:46:37.482000Z,,2025-09-03T15:46:37.886331Z,178.0,COHFI32D,11757,Yes,50,Female,White,United States,United States,United States,English,No,Full-Time
5ee00907ed486334f7063e3a,68b823b21cc76e5d87283bc6,68b862286d709ffa49d67472,SCE,True,True,1,0,2.0,53.0,2.0,51.0,"At least one, but possibly more",no,,68b862286d709ffa49d67472,5ee00907ed486334f7063e3a,AWAITING REVIEW,Not Applicable,2025-09-03T15:43:41.932000Z,2025-09-03T15:45:59.303000Z,,2025-09-03T15:45:59.705298Z,138.0,COHFI32D,3361,Yes,28,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
63d07155a81baf5108925992,68b823b21cc76e5d87283bc6,68b862299110c024bd398729,SCE,True,True,1,0,2.0,30.0,2.0,28.0,"At least one, but possibly more",no,I had sound on but the sounds were very faint.,68b862299110c024bd398729,63d07155a81baf5108925992,AWAITING REVIEW,Not Applicable,2025-09-03T15:43:41.658000Z,2025-09-03T15:46:46.444000Z,,2025-09-03T15:46:46.850778Z,185.0,COHFI32D,7670,Yes,37,Male,Asian,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
6662d7eb4838682f1992537f,68b823b21cc76e5d87283bc6,68b86223875f54e04b948514,LCE,True,True,1,0,4.0,68.0,2.0,20.0,"At least one, but possibly more",yes,,68b86223875f54e04b948514,6662d7eb4838682f1992537f,AWAITING REVIEW,Not Applicable,2025-09-03T15:43:37.464000Z,2025-09-03T15:45:58.436000Z,,2025-09-03T15:45:58.857850Z,141.0,COHFI32D,1036,Yes,54,Male,White,Ireland,United Kingdom,Ireland,English,Yes,Full-Time
628f9cfbee6de7cc7322fecf,68b823b21cc76e5d87283bc6,68b862286f56f05a4249e8b8,SCE,True,True,1,0,4.0,70.0,4.0,59.0,"At least one, but possibly more",no,The study was interesting and the discs looked high quality.,68b862286f56f05a4249e8b8,628f9cfbee6de7cc7322fecf,AWAITING REVIEW,Not Applicable,2025-09-03T15:43:43.105000Z,2025-09-03T15:46:00.470000Z,,2025-09-03T15:46:00.912850Z,138.0,COHFI32D,8221,Yes,31,Male,Other,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
6123d102b713b8a947fd2eb2,68b823b21cc76e5d87283bc6,68b86222f2863eb357bca1a9,LCE,True,True,1,0,4.0,55.0,4.0,55.0,Exactly one,yes,I have nothing to add.  ,68b86222f2863eb357bca1a9,6123d102b713b8a947fd2eb2,AWAITING REVIEW,Not Applicable,2025-09-03T15:43:39.860000Z,2025-09-03T15:47:05.789000Z,,2025-09-03T15:47:06.201757Z,206.0,COHFI32D,7417,Yes,52,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
63d16bb09fbf6b74afb1a010,68b823b21cc76e5d87283bc6,68b862292ff7855829fe39a6,SCE,True,True,1,0,2.0,50.0,2.0,50.0,Exactly one,no,,68b862292ff7855829fe39a6,63d16bb09fbf6b74afb1a010,AWAITING REVIEW,Not Applicable,2025-09-03T15:43:43.824000Z,2025-09-03T15:46:05.262000Z,,2025-09-03T15:46:05.666264Z,142.0,COHFI32D,3553,Yes,48,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
5f84e472052cf81ae5752252,68b823b21cc76e5d87283bc6,68b86223bb08c969469bbff4,LCE,True,True,1,0,2.0,28.0,2.0,13.0,"At least one, but possibly more",yes,,68b86223bb08c969469bbff4,5f84e472052cf81ae5752252,AWAITING REVIEW,Not Applicable,2025-09-03T15:43:39.395000Z,2025-09-03T15:47:17.372000Z,,2025-09-03T15:47:17.793044Z,218.0,COHFI32D,6067,Yes,34,Female,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Full-Time
5cd062b7c24ebe0001f9fdb6,68b823b21cc76e5d87283bc6,68b8622a87c4a0519cdf5af5,SCE,True,True,1,0,2.0,20.0,4.0,58.0,"At least one, but possibly more",no,,68b8622a87c4a0519cdf5af5,5cd062b7c24ebe0001f9fdb6,AWAITING REVIEW,Not Applicable,2025-09-03T15:43:43.075000Z,2025-09-03T15:45:58.226000Z,,2025-09-03T15:45:58.630343Z,136.0,COHFI32D,1221,Yes,42,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
667f8a768415858efef4a729,68b823b21cc76e5d87283bc6,68b8622cd80bd31ac1538977,LCE,True,True,1,0,4.0,37.0,4.0,27.0,"At least one, but possibly more",yes,no additional comments,68b8622cd80bd31ac1538977,667f8a768415858efef4a729,AWAITING REVIEW,Not Applicable,2025-09-03T15:43:40.408000Z,2025-09-03T15:48:33.102000Z,,2025-09-03T15:48:57.766663Z,293.0,NOCODE,1730,Yes,49,Female,Asian,Indonesia,United States,Indonesia,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
5d31dc6e42678e001a0bdedd,68b823b21cc76e5d87283bc6,68b8622b14934c1e8c3c57b9,SCE,True,True,2,0,2.0,45.0,4.0,56.0,Definitely more than one,yes,,68b8622b14934c1e8c3c57b9,5d31dc6e42678e001a0bdedd,AWAITING REVIEW,Not Applicable,2025-09-03T15:43:44.024000Z,2025-09-03T15:47:19.647000Z,,2025-09-03T15:47:20.046650Z,216.0,COHFI32D,2707,Yes,36,Female,Black,Saint Vincent and the Grenadines,United Kingdom,Saint Vincent and the Grenadines,English,DATA_EXPIRED,DATA_EXPIRED
671d3690dc5df6d004cfb65e,68b823b21cc76e5d87283bc6,68b8622e8de033827d948511,LCE,True,True,1,0,2.0,20.0,2.0,10.0,"At least one, but possibly more",yes,No specific comments.,68b8622e8de033827d948511,671d3690dc5df6d004cfb65e,AWAITING REVIEW,Not Applicable,2025-09-03T15:43:46.089000Z,2025-09-03T15:45:51.211000Z,,2025-09-03T15:45:51.628143Z,126.0,COHFI32D,1952,Yes,33,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
661ee735d1619c1f872b98f6,68b823b21cc76e5d87283bc6,68b8622e4253c500215dca5b,LCE,True,True,1,0,4.0,90.0,2.0,89.0,Exactly one,yes,"Fun experiment, thank you.",68b8622e4253c500215dca5b,661ee735d1619c1f872b98f6,AWAITING REVIEW,Not Applicable,2025-09-03T15:43:47.476000Z,2025-09-03T15:46:12.956000Z,,2025-09-03T15:46:13.368844Z,146.0,COHFI32D,2646,Yes,36,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
5f57be602095072bb238a7ab,68b823b21cc76e5d87283bc6,68b8622b18e7ef1d5a248ffc,SCE,True,True,1,0,2.0,80.0,2.0,70.0,"At least one, but possibly more",no,,68b8622b18e7ef1d5a248ffc,5f57be602095072bb238a7ab,AWAITING REVIEW,Not Applicable,2025-09-03T15:43:44.807000Z,2025-09-03T15:45:52.775000Z,,2025-09-03T15:45:53.150124Z,128.0,COHFI32D,3634,Yes,48,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Other
5c70eafaf6c9fe00013eeafb,68b823b21cc76e5d87283bc6,68b862308c2f5da5797aeb39,SCE,True,True,1,0,2.0,15.0,4.0,4.0,"At least one, but possibly more",no,,68b862308c2f5da5797aeb39,5c70eafaf6c9fe00013eeafb,AWAITING REVIEW,Not Applicable,2025-09-03T15:43:48.347000Z,2025-09-03T15:46:09.816000Z,,2025-09-03T15:46:10.246493Z,142.0,COHFI32D,928,Yes,31,Female,White,United States,United States,United States,English,No,Other
5da8edc60f9c9c0017526948,68b823b21cc76e5d87283bc6,68b8622d3e10ed27a6fe39a4,SCE,True,True,1,0,4.0,0.0,2.0,0.0,"At least one, but possibly more",no,This seemed impossible,68b8622d3e10ed27a6fe39a4,5da8edc60f9c9c0017526948,AWAITING REVIEW,Not Applicable,2025-09-03T15:43:49.851000Z,2025-09-03T15:46:22.288000Z,,2025-09-03T15:46:22.704026Z,153.0,COHFI32D,6269,Yes,36,Male,Asian,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
61333ed3b980f519ee86c45c,68b823b21cc76e5d87283bc6,68b86230b5c7a093bf20b6aa,LCE,True,True,1,0,2.0,55.0,4.0,77.0,Exactly one,yes,"All was fine, it's an interesting study",68b86230b5c7a093bf20b6aa,61333ed3b980f519ee86c45c,AWAITING REVIEW,Not Applicable,2025-09-03T15:43:49.635000Z,2025-09-03T15:47:57.906000Z,,2025-09-03T15:47:58.297821Z,249.0,NOCODE,3181,Yes,62,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
664666f7c83c0f374d9631ab,68b823b21cc76e5d87283bc6,68b8623c8e4eb25f796aae26,LCE,True,True,1,0,4.0,66.0,2.0,72.0,"At least one, but possibly more",yes,,68b8623c8e4eb25f796aae26,664666f7c83c0f374d9631ab,AWAITING REVIEW,Not Applicable,2025-09-03T15:43:59.937000Z,2025-09-03T15:46:21.749000Z,,2025-09-03T15:46:22.156523Z,142.0,COHFI32D,511,Yes,30,Male,Asian,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
5ce15b0ea7b516001828c646,68b823b21cc76e5d87283bc6,68b862274f680ae021bf474b,LCE,True,True,1,0,2.0,50.0,2.0,49.0,Exactly one,yes,Very different. Thank you for the opportunity to participate.,68b862274f680ae021bf474b,5ce15b0ea7b516001828c646,AWAITING REVIEW,Not Applicable,2025-09-03T15:43:59.250000Z,2025-09-03T15:48:10.637000Z,,2025-09-03T15:49:06.101200Z,252.0,NOCODE,5380,Yes,62,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
6483605a0d0e43c659c92801,68b823b21cc76e5d87283bc6,68b86220a76666e9bb7b3145,LCE,True,True,1,0,2.0,93.0,2.0,88.0,Exactly one,yes,,68b86220a76666e9bb7b3145,6483605a0d0e43c659c92801,AWAITING REVIEW,Not Applicable,2025-09-03T15:43:38.391000Z,2025-09-03T15:46:39.418000Z,,2025-09-03T15:46:39.818581Z,182.0,COHFI32D,882,Yes,62,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Other
679153802a458f825959cf4a,68b823b21cc76e5d87283bc6,68b8623e3884700727713ed6,LCE,True,True,1,0,2.0,56.0,4.0,60.0,"At least one, but possibly more",yes,everything went well,68b8623e3884700727713ed6,679153802a458f825959cf4a,AWAITING REVIEW,Not Applicable,2025-09-03T15:44:14.466000Z,2025-09-03T15:49:24.695000Z,,2025-09-03T15:49:25.100521Z,311.0,COHFI32D,926,Yes,45,Male,Black,Nigeria,United Kingdom,Nigeria,English,Yes,Part-Time
6506f9e821e92759b20c2be6,68b823b21cc76e5d87283bc6,68b8623b2108775277c505f8,SCE,True,True,1,0,2.0,51.0,2.0,50.0,"At least one, but possibly more",no,,68b8623b2108775277c505f8,6506f9e821e92759b20c2be6,AWAITING REVIEW,Not Applicable,2025-09-03T15:44:19.350000Z,2025-09-03T15:46:13.607000Z,,2025-09-03T15:46:14.023329Z,115.0,COHFI32D,1963,Yes,40,Female,Mixed,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
5e35ee03ce5a725a283da8cd,68b823b21cc76e5d87283bc6,68b8622c25226ef8cf9cfac0,SCE,True,True,1,0,2.0,35.0,4.0,40.0,"At least one, but possibly more",no,,68b8622c25226ef8cf9cfac0,5e35ee03ce5a725a283da8cd,AWAITING REVIEW,Not Applicable,2025-09-03T15:44:23.300000Z,2025-09-03T15:46:23.539000Z,,2025-09-03T15:46:23.920934Z,121.0,COHFI32D,1278,Yes,25,Female,White,Romania,United States,Romania,English,No,DATA_EXPIRED
5774ed97d8e8880001b2ff6c,68b823b21cc76e5d87283bc6,68b8624e16f851f78643b1c8,SCE,True,True,1,0,2.0,62.0,2.0,54.0,"At least one, but possibly more",no,,68b8624e16f851f78643b1c8,5774ed97d8e8880001b2ff6c,AWAITING REVIEW,Not Applicable,2025-09-03T15:44:18.076000Z,2025-09-03T15:46:33.521000Z,,2025-09-03T15:46:33.912918Z,136.0,COHFI32D,4169,Yes,63,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
5ced23c585712e00190bd98a,68b823b21cc76e5d87283bc6,68b862546961f15f92dc01ce,LCE,True,True,1,0,2.0,76.0,4.0,21.0,"At least one, but possibly more",yes,I had an internal debate with myself whether or not a sound would play if the discs hit when I could not see them.  This would have been relevant to know however in the end probably would not have made a difference with my guess.,68b862546961f15f92dc01ce,5ced23c585712e00190bd98a,AWAITING REVIEW,Not Applicable,2025-09-03T15:44:24.052000Z,2025-09-03T15:47:01.437000Z,,2025-09-03T15:47:01.814545Z,158.0,COHFI32D,10251,Yes,44,Male,White,United States,United States,United States,English,DATA_EXPIRED,Full-Time
5c23c03889f035000173d7d7,68b823b21cc76e5d87283bc6,68b86252fd485b8a12652c2b,SCE,True,True,1,0,2.0,39.0,2.0,30.0,"At least one, but possibly more",yes,,68b86252fd485b8a12652c2b,5c23c03889f035000173d7d7,AWAITING REVIEW,Not Applicable,2025-09-03T15:44:35.257000Z,2025-09-03T15:47:02.343000Z,,2025-09-03T15:47:02.714081Z,148.0,COHFI32D,12169,Yes,32,Female,Asian,United States,United States,United States,English,No,Full-Time
637545d6428d85daeedc3df5,68b823b21cc76e5d87283bc6,68b8622d3e6ddb402fba09fd,SCE,True,True,1,0,4.0,51.0,4.0,50.0,Exactly one,no,,68b8622d3e6ddb402fba09fd,637545d6428d85daeedc3df5,AWAITING REVIEW,Not Applicable,2025-09-03T15:44:34.268000Z,2025-09-03T15:47:15.095000Z,,2025-09-03T15:47:15.478087Z,161.0,COHFI32D,4629,Yes,51,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
58d0632c2fc72000011f8c57,68b823b21cc76e5d87283bc6,68b86237596adcb8e97048d4,SCE,True,True,1,0,4.0,58.0,4.0,57.0,Exactly one,no,"I thought the fact that two discs were seen in the corner is likely to indicate that there were more in the box, because of the lower probability of two discs only colliding in a small area.",68b86237596adcb8e97048d4,58d0632c2fc72000011f8c57,AWAITING REVIEW,Not Applicable,2025-09-03T15:44:38.306000Z,2025-09-03T15:50:32.072000Z,,2025-09-03T15:50:32.433567Z,354.0,COHFI32D,6307,Yes,49,Male,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
6042794fe3c49714bee3e9cf,68b823b21cc76e5d87283bc6,68b8625527a6fb7c971d827d,LCE,True,True,1,0,2.0,41.0,4.0,41.0,"At least one, but possibly more",yes,Pong!,68b8625527a6fb7c971d827d,6042794fe3c49714bee3e9cf,AWAITING REVIEW,Not Applicable,2025-09-03T15:44:32.945000Z,2025-09-03T15:47:54.441000Z,,2025-09-03T15:47:54.867473Z,202.0,COHFI32D,7505,Yes,73,Female,White,United States,United States,United States,English,No,Part-Time
67670650760358754c284066,68b823b21cc76e5d87283bc6,68b862667cf01d800e8a01cf,LCE,True,True,1,0,2.0,18.0,4.0,36.0,"At least one, but possibly more",no,,68b862667cf01d800e8a01cf,67670650760358754c284066,AWAITING REVIEW,Not Applicable,2025-09-03T15:44:40.718000Z,2025-09-03T15:46:54.109000Z,,2025-09-03T15:46:54.499050Z,134.0,COHFI32D,111,Yes,20,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
6266b7c4afe8a0ff03ca1f53,68b823b21cc76e5d87283bc6,68b86263b1bbeb1192e303e8,SCE,True,True,1,0,4.0,0.0,2.0,0.0,"At least one, but possibly more",no,"From the information available, it seems like a guess which is why I scored like I did.",68b86263b1bbeb1192e303e8,6266b7c4afe8a0ff03ca1f53,AWAITING REVIEW,Not Applicable,2025-09-03T15:44:43.552000Z,2025-09-03T15:49:37.621000Z,,2025-09-03T15:49:38.020616Z,295.0,COHFI32D,3537,Yes,52,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Other
6015a903e9236e6c9be301d7,68b823b21cc76e5d87283bc6,68b8625c8de033827d948519,SCE,True,True,1,0,2.0,18.0,2.0,23.0,"At least one, but possibly more",no,,68b8625c8de033827d948519,6015a903e9236e6c9be301d7,AWAITING REVIEW,Not Applicable,2025-09-03T15:44:58.695000Z,2025-09-03T15:53:01.258000Z,,2025-09-03T15:53:01.709604Z,483.0,COHFI32D,2219,Yes,32,Male,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
5d0a75368dad180019fad2b4,68b823b21cc76e5d87283bc6,68b8627607951d4252b94df0,LCE,True,True,1,0,4.0,50.0,2.0,75.0,Exactly one,yes,,68b8627607951d4252b94df0,5d0a75368dad180019fad2b4,AWAITING REVIEW,Not Applicable,2025-09-03T15:44:57.927000Z,2025-09-03T15:46:57.435000Z,,2025-09-03T15:46:57.853787Z,120.0,COHFI32D,3074,Yes,35,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
5ebebcf619a604258a233c4f,68b823b21cc76e5d87283bc6,68b8626f3cd8c15b0b8a2b54,LCE,True,True,1,0,2.0,73.0,2.0,71.0,Exactly one,yes,,68b8626f3cd8c15b0b8a2b54,5ebebcf619a604258a233c4f,AWAITING REVIEW,Not Applicable,2025-09-03T15:44:55.303000Z,2025-09-03T15:47:52.939000Z,,2025-09-03T15:47:53.347377Z,178.0,COHFI32D,2344,Yes,63,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
60375d67dde85cad87f3c99d,68b823b21cc76e5d87283bc6,68b862635953f3e6aad1c56a,LCE,True,False,3,0,2.0,49.0,2.0,20.0,"At least one, but possibly more",no,"I paid full attention, was not disturbed or distracted at any time during the Study, but I found it difficult to decide.  I did my best.",68b862635953f3e6aad1c56a,60375d67dde85cad87f3c99d,AWAITING REVIEW,Not Applicable,2025-09-03T15:44:35.256000Z,2025-09-03T15:53:00.272000Z,,2025-09-03T15:53:00.688935Z,506.0,COHFI32D,4135,Yes,77,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
5a791168f49c9a0001f31061,68b823b21cc76e5d87283bc6,68b8622d9026bb751a0d2943,LCE,True,True,1,0,2.0,68.0,2.0,72.0,Exactly one,yes,,68b8622d9026bb751a0d2943,5a791168f49c9a0001f31061,AWAITING REVIEW,Not Applicable,2025-09-03T15:43:47.654000Z,2025-09-03T15:48:01.377000Z,,2025-09-03T15:48:01.739868Z,254.0,COHFI32D,6759,Yes,47,Male,Black,United States,United States,United States,English,No,Full-Time
5c4592d7f608210001a4b0a8,68b823b21cc76e5d87283bc6,68b8627f8de033827d94851c,LCE,True,True,1,0,2.0,65.0,2.0,66.0,"At least one, but possibly more",yes,it wasn't particularly interesting to do,68b8627f8de033827d94851c,5c4592d7f608210001a4b0a8,AWAITING REVIEW,Not Applicable,2025-09-03T15:45:05.322000Z,2025-09-03T15:46:56.585000Z,,2025-09-03T15:46:56.950265Z,112.0,COHFI32D,3487,Yes,53,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,DATA_EXPIRED
