subject_id,study_id,session_id,condition,success,audio_check_passed,audio_checks,comprehension_failures,cork_guess,cork_confidence,guess,confidence,collision_check,heard_sound,response,value,timeout,failed_images,failed_audio,failed_video,worker_comments,source_file,Submission id_x,Participant id_x,Status_x,Custom study tncs accepted at_x,Started at_x,Completed at_x,Reviewed at_x,Archived at_x,Time taken_x,Completion code_x,Total approvals_x,Vision_x,Age_x,Sex_x,Ethnicity simplified_x,Country of birth_x,Country of residence_x,Nationality_x,Language_x,Student status_x,Employment status_x,Submission id_y,Participant id_y,Status_y,Custom study tncs accepted at_y,Started at_y,Completed at_y,Reviewed at_y,Archived at_y,Time taken_y,Completion code_y,Total approvals_y,Vision_y,Age_y,Sex_y,Ethnicity simplified_y,Country of birth_y,Country of residence_y,Nationality_y,Language_y,Student status_y,Employment status_y
6722e0b52c3dc6573ab7b819,68b823b21cc76e5d87283bc6,68b84bea9076adbc51744385,LCE,True,True,1,0,4.0,47.0,4.0,46.0,"At least one, but possibly more",yes,"{""Q0"":""summer""}",,False,[],[],[],,/Volumes/HARD1/self-modelling/colliding_discs/data/pilot3/jatos_results_20250903144545/study_result_6472/comp-result_10129/data.txt,68b84bea9076adbc51744385,6722e0b52c3dc6573ab7b819,AWAITING REVIEW,Not Applicable,2025-09-03T14:10:55.653000Z,2025-09-03T14:16:15.154000Z,,2025-09-03T14:16:15.538726Z,320.0,COHFI32D,473,Yes,36,Female,Other,United States,United States,United States,English,Yes,Part-Time,68b84bea9076adbc51744385,6722e0b52c3dc6573ab7b819,AWAITING REVIEW,Not Applicable,2025-09-03T14:10:55.653000Z,2025-09-03T14:16:15.154000Z,,2025-09-03T14:16:15.538726Z,320.0,COHFI32D,473,Yes,36,Female,Other,United States,United States,United States,English,Yes,Part-Time
5d4310bbd8e961001b825ca4,68b823b21cc76e5d87283bc6,68b84cb59f8157644ae4ee71,LCE,True,True,1,0,2.0,26.0,2.0,63.0,Exactly one,yes,"{""Q0"":""summer""}",,False,[],[],[],"Very unusual, enjoyed it, thanks",/Volumes/HARD1/self-modelling/colliding_discs/data/pilot3/jatos_results_20250903144545/study_result_6474/comp-result_10131/data.txt,68b84cb59f8157644ae4ee71,5d4310bbd8e961001b825ca4,AWAITING REVIEW,Not Applicable,2025-09-03T14:12:09.238000Z,2025-09-03T14:14:25.485000Z,,2025-09-03T14:14:25.908200Z,137.0,COHFI32D,6030,Yes,66,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,68b84cb59f8157644ae4ee71,5d4310bbd8e961001b825ca4,AWAITING REVIEW,Not Applicable,2025-09-03T14:12:09.238000Z,2025-09-03T14:14:25.485000Z,,2025-09-03T14:14:25.908200Z,137.0,COHFI32D,6030,Yes,66,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
59a734ce0c87a000017481ed,68b823b21cc76e5d87283bc6,68b84cbe512c1c907f808bce,SCE,True,True,1,0,2.0,65.0,2.0,59.0,"At least one, but possibly more",no,"{""Q0"":""summer""}",,False,[],[],[],,/Volumes/HARD1/self-modelling/colliding_discs/data/pilot3/jatos_results_20250903144545/study_result_6475/comp-result_10132/data.txt,68b84cbe512c1c907f808bce,59a734ce0c87a000017481ed,AWAITING REVIEW,Not Applicable,2025-09-03T14:12:19.200000Z,2025-09-03T14:15:46.501000Z,,2025-09-03T14:15:46.875234Z,208.0,COHFI32D,2454,Yes,36,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,DATA_EXPIRED,68b84cbe512c1c907f808bce,59a734ce0c87a000017481ed,AWAITING REVIEW,Not Applicable,2025-09-03T14:12:19.200000Z,2025-09-03T14:15:46.501000Z,,2025-09-03T14:15:46.875234Z,208.0,COHFI32D,2454,Yes,36,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,DATA_EXPIRED
5e83b9e3e3a9da1163fdd0dc,68b823b21cc76e5d87283bc6,68b84cc4d608d3c52ab9fc47,SCE,True,True,1,0,2.0,73.0,2.0,72.0,Definitely more than one,no,"{""Q0"":""summer""}",,False,[],[],[],,/Volumes/HARD1/self-modelling/colliding_discs/data/pilot3/jatos_results_20250903144545/study_result_6476/comp-result_10133/data.txt,68b84cc4d608d3c52ab9fc47,5e83b9e3e3a9da1163fdd0dc,AWAITING REVIEW,Not Applicable,2025-09-03T14:12:23.626000Z,2025-09-03T14:14:43.215000Z,,2025-09-03T14:14:43.613880Z,140.0,COHFI32D,2425,Yes,46,Male,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Full-Time,68b84cc4d608d3c52ab9fc47,5e83b9e3e3a9da1163fdd0dc,AWAITING REVIEW,Not Applicable,2025-09-03T14:12:23.626000Z,2025-09-03T14:14:43.215000Z,,2025-09-03T14:14:43.613880Z,140.0,COHFI32D,2425,Yes,46,Male,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Full-Time
66cdced52b59520d110dc694,68b823b21cc76e5d87283bc6,68b84b4cb49d19632f1b074a,SCE,True,True,1,0,2.0,50.0,4.0,0.0,"At least one, but possibly more",no,"{""Q0"":""summer""}",,False,[],[],[],,/Volumes/HARD1/self-modelling/colliding_discs/data/pilot3/jatos_results_20250903144545/study_result_6477/comp-result_10134/data.txt,68b84b4cb49d19632f1b074a,66cdced52b59520d110dc694,AWAITING REVIEW,Not Applicable,2025-09-03T14:13:24.773000Z,2025-09-03T14:17:29.987000Z,,2025-09-03T14:17:30.389965Z,246.0,COHFI32D,550,Yes,33,Female,Asian,Maldives,United Kingdom,Maldives,English,No,DATA_EXPIRED,68b84b4cb49d19632f1b074a,66cdced52b59520d110dc694,AWAITING REVIEW,Not Applicable,2025-09-03T14:13:24.773000Z,2025-09-03T14:17:29.987000Z,,2025-09-03T14:17:30.389965Z,246.0,COHFI32D,550,Yes,33,Female,Asian,Maldives,United Kingdom,Maldives,English,No,DATA_EXPIRED
5e204990b062543612e9a254,68b823b21cc76e5d87283bc6,68b84d2bbd072171b3bb56c0,LCE,True,True,1,0,2.0,55.0,2.0,70.0,Exactly one,yes,"{""Q0"":""summer""}",,False,[],[],[],,/Volumes/HARD1/self-modelling/colliding_discs/data/pilot3/jatos_results_20250903144545/study_result_6478/comp-result_10135/data.txt,68b84d2bbd072171b3bb56c0,5e204990b062543612e9a254,AWAITING REVIEW,Not Applicable,2025-09-03T14:14:20.717000Z,2025-09-03T14:17:25.493000Z,,2025-09-03T14:17:25.879566Z,185.0,COHFI32D,2811,Yes,27,Female,White,United Kingdom,United Kingdom,Ireland,English,No,Full-Time,68b84d2bbd072171b3bb56c0,5e204990b062543612e9a254,AWAITING REVIEW,Not Applicable,2025-09-03T14:14:20.717000Z,2025-09-03T14:17:25.493000Z,,2025-09-03T14:17:25.879566Z,185.0,COHFI32D,2811,Yes,27,Female,White,United Kingdom,United Kingdom,Ireland,English,No,Full-Time
653b07dc6d0abbc519239d1c,68b823b21cc76e5d87283bc6,68b84d674c0f6b6f106cae0e,LCE,True,True,1,0,2.0,27.0,4.0,64.0,"At least one, but possibly more",yes,"{""Q0"":""summer""}",,False,[],[],[],It was an interesting experiment. It was difficult to determine whether it was 2 or 4 disks just from looking at that tiny exposed corner of the box. Thank you for the opportunity to participate; I greatly appreciate it! ,/Volumes/HARD1/self-modelling/colliding_discs/data/pilot3/jatos_results_20250903144545/study_result_6480/comp-result_10137/data.txt,68b84d674c0f6b6f106cae0e,653b07dc6d0abbc519239d1c,AWAITING REVIEW,Not Applicable,2025-09-03T14:15:03.887000Z,2025-09-03T14:19:59.827000Z,,2025-09-03T14:20:00.394778Z,296.0,COHFI32D,6736,Yes,66,Female,Black,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,68b84d674c0f6b6f106cae0e,653b07dc6d0abbc519239d1c,AWAITING REVIEW,Not Applicable,2025-09-03T14:15:03.887000Z,2025-09-03T14:19:59.827000Z,,2025-09-03T14:20:00.394778Z,296.0,COHFI32D,6736,Yes,66,Female,Black,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
5ceb685da7afdc00166f8391,68b823b21cc76e5d87283bc6,68b84da455d973db5cd1ae8e,SCE,True,True,1,0,4.0,77.0,4.0,71.0,Definitely more than one,yes,"{""Q0"":""summer""}",,False,[],[],[],I'm curious what the purpose of the research on this is. ,/Volumes/HARD1/self-modelling/colliding_discs/data/pilot3/jatos_results_20250903144545/study_result_6481/comp-result_10138/data.txt,68b84da455d973db5cd1ae8e,5ceb685da7afdc00166f8391,AWAITING REVIEW,Not Applicable,2025-09-03T14:16:08.582000Z,2025-09-03T14:21:00.355000Z,,2025-09-03T14:21:00.740073Z,292.0,COHFI32D,2287,Yes,39,Male,Other,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,68b84da455d973db5cd1ae8e,5ceb685da7afdc00166f8391,AWAITING REVIEW,Not Applicable,2025-09-03T14:16:08.582000Z,2025-09-03T14:21:00.355000Z,,2025-09-03T14:21:00.740073Z,292.0,COHFI32D,2287,Yes,39,Male,Other,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
65537e14439274fe5036b4d2,68b823b21cc76e5d87283bc6,68b84da54e326ed04694e9de,LCE,True,True,1,0,2.0,30.0,2.0,23.0,"At least one, but possibly more",yes,"{""Q0"":""summer""}",,False,[],[],[],,/Volumes/HARD1/self-modelling/colliding_discs/data/pilot3/jatos_results_20250903144545/study_result_6482/comp-result_10139/data.txt,68b84da54e326ed04694e9de,65537e14439274fe5036b4d2,AWAITING REVIEW,Not Applicable,2025-09-03T14:16:10.395000Z,2025-09-03T14:18:20.991000Z,,2025-09-03T14:18:21.398175Z,131.0,COHFI32D,3611,Yes,38,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,68b84da54e326ed04694e9de,65537e14439274fe5036b4d2,AWAITING REVIEW,Not Applicable,2025-09-03T14:16:10.395000Z,2025-09-03T14:18:20.991000Z,,2025-09-03T14:18:21.398175Z,131.0,COHFI32D,3611,Yes,38,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
67e99ec5ac9317593a3fd76b,68b823b21cc76e5d87283bc6,68b84daf9c3a67b0d824e7bf,LCE,True,True,1,0,4.0,88.0,2.0,75.0,Exactly one,yes,"{""Q0"":""summer""}",,False,[],[],[],,/Volumes/HARD1/self-modelling/colliding_discs/data/pilot3/jatos_results_20250903144545/study_result_6483/comp-result_10140/data.txt,68b84daf9c3a67b0d824e7bf,67e99ec5ac9317593a3fd76b,AWAITING REVIEW,Not Applicable,2025-09-03T14:17:23.046000Z,2025-09-03T14:23:25.844000Z,,2025-09-03T14:23:26.254907Z,363.0,COHFI32D,3537,Yes,31,Male,Black,United States,United States,United States,English,No,Full-Time,68b84daf9c3a67b0d824e7bf,67e99ec5ac9317593a3fd76b,AWAITING REVIEW,Not Applicable,2025-09-03T14:17:23.046000Z,2025-09-03T14:23:25.844000Z,,2025-09-03T14:23:26.254907Z,363.0,COHFI32D,3537,Yes,31,Male,Black,United States,United States,United States,English,No,Full-Time
5ea5856f110e69000a0f7509,68b823b21cc76e5d87283bc6,68b84df76bca31c3d59774ed,SCE,True,True,1,0,2.0,74.0,4.0,25.0,"At least one, but possibly more",no,"{""Q0"":""summer""}",,False,[],[],[],,/Volumes/HARD1/self-modelling/colliding_discs/data/pilot3/jatos_results_20250903144545/study_result_6484/comp-result_10141/data.txt,68b84df76bca31c3d59774ed,5ea5856f110e69000a0f7509,AWAITING REVIEW,Not Applicable,2025-09-03T14:17:35.283000Z,2025-09-03T14:20:35.410000Z,,2025-09-03T14:20:35.793034Z,181.0,COHFI32D,4041,Yes,63,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,68b84df76bca31c3d59774ed,5ea5856f110e69000a0f7509,AWAITING REVIEW,Not Applicable,2025-09-03T14:17:35.283000Z,2025-09-03T14:20:35.410000Z,,2025-09-03T14:20:35.793034Z,181.0,COHFI32D,4041,Yes,63,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
615a17c90199096a5bbe0f48,68b823b21cc76e5d87283bc6,68b84e1df021cfc09fe3025f,SCE,True,True,1,0,4.0,44.0,4.0,41.0,"At least one, but possibly more",no,"{""Q0"":""summer""}",,False,[],[],[],,/Volumes/HARD1/self-modelling/colliding_discs/data/pilot3/jatos_results_20250903144545/study_result_6485/comp-result_10142/data.txt,68b84e1df021cfc09fe3025f,615a17c90199096a5bbe0f48,AWAITING REVIEW,Not Applicable,2025-09-03T14:18:09.288000Z,2025-09-03T14:20:07.642000Z,,2025-09-03T14:20:08.067078Z,119.0,COHFI32D,937,Yes,22,Female,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Part-Time,68b84e1df021cfc09fe3025f,615a17c90199096a5bbe0f48,AWAITING REVIEW,Not Applicable,2025-09-03T14:18:09.288000Z,2025-09-03T14:20:07.642000Z,,2025-09-03T14:20:08.067078Z,119.0,COHFI32D,937,Yes,22,Female,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Part-Time
58a5d58bb2a7180001f061d4,68b823b21cc76e5d87283bc6,68b84e996267bd998e8ad5be,LCE,True,True,1,0,2.0,33.0,2.0,31.0,Exactly one,yes,"{""Q0"":""Summer""}",,False,[],[],[],,/Volumes/HARD1/self-modelling/colliding_discs/data/pilot3/jatos_results_20250903144545/study_result_6486/comp-result_10143/data.txt,68b84e996267bd998e8ad5be,58a5d58bb2a7180001f061d4,AWAITING REVIEW,Not Applicable,2025-09-03T14:20:12.576000Z,2025-09-03T14:22:33.492000Z,,2025-09-03T14:22:33.876091Z,141.0,COHFI32D,3880,Yes,39,Male,DATA_EXPIRED,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,68b84e996267bd998e8ad5be,58a5d58bb2a7180001f061d4,AWAITING REVIEW,Not Applicable,2025-09-03T14:20:12.576000Z,2025-09-03T14:22:33.492000Z,,2025-09-03T14:22:33.876091Z,141.0,COHFI32D,3880,Yes,39,Male,DATA_EXPIRED,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
5ef36a78ee14310baa87bcc0,68b823b21cc76e5d87283bc6,68b84e9838363a573eb9e18d,SCE,True,True,1,0,2.0,22.0,2.0,16.0,Definitely more than one,no,"{""Q0"":""summer""}",,False,[],[],[],,/Volumes/HARD1/self-modelling/colliding_discs/data/pilot3/jatos_results_20250903144545/study_result_6487/comp-result_10144/data.txt,68b84e9838363a573eb9e18d,5ef36a78ee14310baa87bcc0,AWAITING REVIEW,Not Applicable,2025-09-03T14:20:12.329000Z,2025-09-03T14:22:25.731000Z,,2025-09-03T14:22:26.125556Z,134.0,COHFI32D,3094,Yes,27,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Unemployed (and job seeking),68b84e9838363a573eb9e18d,5ef36a78ee14310baa87bcc0,AWAITING REVIEW,Not Applicable,2025-09-03T14:20:12.329000Z,2025-09-03T14:22:25.731000Z,,2025-09-03T14:22:26.125556Z,134.0,COHFI32D,3094,Yes,27,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Unemployed (and job seeking)
5953668fb2e8430001ea478f,68b823b21cc76e5d87283bc6,68b84e9dc502884cdff49290,LCE,True,True,1,0,2.0,53.0,2.0,42.0,"At least one, but possibly more",no,"{""Q0"":""summer""}",,False,[],[],[],,/Volumes/HARD1/self-modelling/colliding_discs/data/pilot3/jatos_results_20250903144545/study_result_6488/comp-result_10145/data.txt,68b84e9dc502884cdff49290,5953668fb2e8430001ea478f,AWAITING REVIEW,Not Applicable,2025-09-03T14:20:31.261000Z,2025-09-03T14:22:57.501000Z,,2025-09-03T14:22:57.872528Z,147.0,COHFI32D,3223,Yes,40,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,68b84e9dc502884cdff49290,5953668fb2e8430001ea478f,AWAITING REVIEW,Not Applicable,2025-09-03T14:20:31.261000Z,2025-09-03T14:22:57.501000Z,,2025-09-03T14:22:57.872528Z,147.0,COHFI32D,3223,Yes,40,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
66e42249ff3f1be588b9bf04,68b823b21cc76e5d87283bc6,68b84eada657bf5c6e198423,SCE,True,True,1,0,2.0,99.0,2.0,99.0,Exactly one,no,"{""Q0"":""Summer""}",,False,[],[],[],Seeing is believing so I only saw 2 discs the other 2 would have been theoretical,/Volumes/HARD1/self-modelling/colliding_discs/data/pilot3/jatos_results_20250903144545/study_result_6489/comp-result_10146/data.txt,68b84eada657bf5c6e198423,66e42249ff3f1be588b9bf04,AWAITING REVIEW,Not Applicable,2025-09-03T14:21:35.232000Z,2025-09-03T14:24:36.909000Z,,2025-09-03T14:24:37.269271Z,182.0,COHFI32D,2212,Yes,63,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,68b84eada657bf5c6e198423,66e42249ff3f1be588b9bf04,AWAITING REVIEW,Not Applicable,2025-09-03T14:21:35.232000Z,2025-09-03T14:24:36.909000Z,,2025-09-03T14:24:37.269271Z,182.0,COHFI32D,2212,Yes,63,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
5987bfb80e411a0001d83837,68b823b21cc76e5d87283bc6,68b84f0b41185ce52f92e46d,SCE,True,True,1,0,2.0,73.0,2.0,95.0,Exactly one,no,"{""Q0"":""summer""}",,False,[],[],[],,/Volumes/HARD1/self-modelling/colliding_discs/data/pilot3/jatos_results_20250903144545/study_result_6490/comp-result_10147/data.txt,68b84f0b41185ce52f92e46d,5987bfb80e411a0001d83837,AWAITING REVIEW,Not Applicable,2025-09-03T14:22:08.744000Z,2025-09-03T14:24:20.641000Z,,2025-09-03T14:24:21.008178Z,132.0,COHFI32D,2716,Yes,33,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,68b84f0b41185ce52f92e46d,5987bfb80e411a0001d83837,AWAITING REVIEW,Not Applicable,2025-09-03T14:22:08.744000Z,2025-09-03T14:24:20.641000Z,,2025-09-03T14:24:21.008178Z,132.0,COHFI32D,2716,Yes,33,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
62b44f66a16d45783569fad6,68b823b21cc76e5d87283bc6,68b84f1ec64937e50a4ec26c,LCE,True,True,1,0,4.0,14.0,2.0,73.0,Exactly one,yes,"{""Q0"":""summer""}",,False,[],[],[],Nice little experiment. Thank you!,/Volumes/HARD1/self-modelling/colliding_discs/data/pilot3/jatos_results_20250903144545/study_result_6491/comp-result_10148/data.txt,68b84f1ec64937e50a4ec26c,62b44f66a16d45783569fad6,AWAITING REVIEW,Not Applicable,2025-09-03T14:22:36.022000Z,2025-09-03T14:26:14.070000Z,,2025-09-03T14:26:14.450411Z,219.0,COHFI32D,4166,Yes,32,Male,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,Full-Time,68b84f1ec64937e50a4ec26c,62b44f66a16d45783569fad6,AWAITING REVIEW,Not Applicable,2025-09-03T14:22:36.022000Z,2025-09-03T14:26:14.070000Z,,2025-09-03T14:26:14.450411Z,219.0,COHFI32D,4166,Yes,32,Male,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,Full-Time
5d68c8aa40524c00189e8ac2,68b823b21cc76e5d87283bc6,68b84eddbaa935d60c96f32d,LCE,True,True,1,0,2.0,77.0,2.0,68.0,Definitely more than one,yes,"{""Q0"":""summer""}",,False,[],[],[],,/Volumes/HARD1/self-modelling/colliding_discs/data/pilot3/jatos_results_20250903144545/study_result_6492/comp-result_10149/data.txt,68b84eddbaa935d60c96f32d,5d68c8aa40524c00189e8ac2,AWAITING REVIEW,Not Applicable,2025-09-03T14:22:48.218000Z,2025-09-03T14:39:08.653000Z,,2025-09-03T14:39:09.179909Z,981.0,COHFI32D,5700,Yes,34,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,68b84eddbaa935d60c96f32d,5d68c8aa40524c00189e8ac2,AWAITING REVIEW,Not Applicable,2025-09-03T14:22:48.218000Z,2025-09-03T14:39:08.653000Z,,2025-09-03T14:39:09.179909Z,981.0,COHFI32D,5700,Yes,34,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
63d6c8b398b284a355e65870,68b823b21cc76e5d87283bc6,68b84f29d775a6fa6f2091c0,LCE,True,True,1,0,2.0,22.0,2.0,87.0,Definitely more than one,yes,"{""Q0"":""summer""}",,False,[],[],[],,/Volumes/HARD1/self-modelling/colliding_discs/data/pilot3/jatos_results_20250903144545/study_result_6493/comp-result_10150/data.txt,68b84f29d775a6fa6f2091c0,63d6c8b398b284a355e65870,AWAITING REVIEW,Not Applicable,2025-09-03T14:23:53.446000Z,2025-09-03T14:25:58.111000Z,,2025-09-03T14:25:58.487100Z,125.0,COHFI32D,2110,Yes,43,Male,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED,68b84f29d775a6fa6f2091c0,63d6c8b398b284a355e65870,AWAITING REVIEW,Not Applicable,2025-09-03T14:23:53.446000Z,2025-09-03T14:25:58.111000Z,,2025-09-03T14:25:58.487100Z,125.0,COHFI32D,2110,Yes,43,Male,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
614e7ad7ff5a0d785d5e550a,68b823b21cc76e5d87283bc6,68b84f8121ef695bdce05d7c,SCE,True,True,1,0,2.0,50.0,2.0,50.0,Definitely more than one,no,"{""Q0"":""summer""}",,False,[],[],[],"It is purely a guess as to how many cork or plastic disks are in the box. We never saw more than 2 at a time, and only about 1/16th of the box was visible. So if there were either 2 or 4 discs in the box, it is just a guess to pick either answer.",/Volumes/HARD1/self-modelling/colliding_discs/data/pilot3/jatos_results_20250903144545/study_result_6494/comp-result_10151/data.txt,68b84f8121ef695bdce05d7c,614e7ad7ff5a0d785d5e550a,AWAITING REVIEW,Not Applicable,2025-09-03T14:24:26.859000Z,2025-09-03T14:29:21.150000Z,,2025-09-03T14:29:21.515058Z,295.0,COHFI32D,7970,Yes,69,Male,White,United States,United States,United States,English,No,Unemployed (and job seeking),68b84f8121ef695bdce05d7c,614e7ad7ff5a0d785d5e550a,AWAITING REVIEW,Not Applicable,2025-09-03T14:24:26.859000Z,2025-09-03T14:29:21.150000Z,,2025-09-03T14:29:21.515058Z,295.0,COHFI32D,7970,Yes,69,Male,White,United States,United States,United States,English,No,Unemployed (and job seeking)
5962a5b29955ee00015bce98,68b823b21cc76e5d87283bc6,68b84f0f803dfb7d90ad0e5c,LCE,True,True,1,0,2.0,34.0,2.0,25.0,"At least one, but possibly more",yes,"{""Q0"":""summer""}",,False,[],[],[],,/Volumes/HARD1/self-modelling/colliding_discs/data/pilot3/jatos_results_20250903144545/study_result_6495/comp-result_10152/data.txt,68b84f0f803dfb7d90ad0e5c,5962a5b29955ee00015bce98,AWAITING REVIEW,Not Applicable,2025-09-03T14:30:44.109000Z,2025-09-03T14:35:49.390000Z,,2025-09-03T14:35:49.928256Z,306.0,COHFI32D,1963,Yes,34,Female,White,United Kingdom,United Kingdom,France,English,DATA_EXPIRED,DATA_EXPIRED,68b84f0f803dfb7d90ad0e5c,5962a5b29955ee00015bce98,AWAITING REVIEW,Not Applicable,2025-09-03T14:30:44.109000Z,2025-09-03T14:35:49.390000Z,,2025-09-03T14:35:49.928256Z,306.0,COHFI32D,1963,Yes,34,Female,White,United Kingdom,United Kingdom,France,English,DATA_EXPIRED,DATA_EXPIRED
60b932147633bf0dd446941e,68b823b21cc76e5d87283bc6,68b851cce8db3e04933d1328,LCE,True,True,1,0,2.0,78.0,2.0,21.0,Exactly one,yes,"{""Q0"":""Summer""}",,False,[],[],[],,/Volumes/HARD1/self-modelling/colliding_discs/data/pilot3/jatos_results_20250903144545/study_result_6496/comp-result_10153/data.txt,68b851cce8db3e04933d1328,60b932147633bf0dd446941e,AWAITING REVIEW,Not Applicable,2025-09-03T14:33:48.492000Z,2025-09-03T14:37:05.702000Z,,2025-09-03T14:37:06.077041Z,198.0,COHFI32D,2850,Yes,50,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Unemployed (and job seeking),68b851cce8db3e04933d1328,60b932147633bf0dd446941e,AWAITING REVIEW,Not Applicable,2025-09-03T14:33:48.492000Z,2025-09-03T14:37:05.702000Z,,2025-09-03T14:37:06.077041Z,198.0,COHFI32D,2850,Yes,50,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Unemployed (and job seeking)
